"path","location","ext","bytes","mtime"
"C:\Users\dstor\Desktop\wp-err.txt","Desktop",".txt","896","2026-08-21T16:27:10Z"
"C:\Users\dstor\Desktop\wp-out.txt","Desktop",".txt","2","2026-08-21T16:27:08Z"
"C:\Users\dstor\Desktop\wpa-copy\DIPS","Desktop","","36864","2026-07-30T16:11:09Z"
"C:\Users\dstor\Desktop\wpa-copy\DIPS-shm","Desktop","","32768","2026-07-30T16:20:27Z"
"C:\Users\dstor\Desktop\wpa-copy\DIPS-wal","Desktop","","0","2026-07-30T16:18:59Z"
"C:\Users\dstor\Desktop\wpa-copy\insightful.native.message.host.chrome.json","Desktop",".json","333","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\insightful.native.message.host.edge.json","Desktop",".json","333","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\Local State","Desktop","","434","2026-07-16T23:14:57Z"
"C:\Users\dstor\Desktop\wpa-copy\lockfile","Desktop","","0","2026-07-30T16:20:26Z"
"C:\Users\dstor\Desktop\wpa-copy\Preferences","Desktop","","57","2026-07-30T16:20:36Z"
"C:\Users\dstor\Desktop\wpa-copy\SharedStorage","Desktop","","4096","2026-07-16T23:16:45Z"
"C:\Users\dstor\Desktop\wpa-copy\SharedStorage-wal","Desktop","","0","2026-07-30T16:22:24Z"
"C:\Users\dstor\Desktop\wpa-copy\storage","Desktop","","3076096","2026-07-30T16:51:17Z"
"C:\Users\dstor\Desktop\wpa-copy\Cache\Cache_Data\data_0","Desktop","","81920","2026-07-30T16:19:10Z"
"C:\Users\dstor\Desktop\wpa-copy\Cache\Cache_Data\data_1","Desktop","","1843200","2026-07-30T16:19:10Z"
"C:\Users\dstor\Desktop\wpa-copy\Cache\Cache_Data\data_2","Desktop","","1056768","2026-07-30T16:19:03Z"
"C:\Users\dstor\Desktop\wpa-copy\Cache\Cache_Data\data_3","Desktop","","16785408","2026-07-30T16:19:10Z"
"C:\Users\dstor\Desktop\wpa-copy\Cache\Cache_Data\index","Desktop","","524656","2026-07-23T17:35:07Z"
"C:\Users\dstor\Desktop\wpa-copy\Code Cache\js\index","Desktop","","24","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\Code Cache\js\index-dir\the-real-index","Desktop","","48","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\Code Cache\wasm\index","Desktop","","24","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\Code Cache\wasm\index-dir\the-real-index","Desktop","","48","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnGraphiteCache\data_0","Desktop","","8192","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnGraphiteCache\data_1","Desktop","","270336","2026-07-30T16:18:52Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnGraphiteCache\data_2","Desktop","","8192","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnGraphiteCache\data_3","Desktop","","8192","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnGraphiteCache\index","Desktop","","262512","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnWebGPUCache\data_0","Desktop","","8192","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnWebGPUCache\data_1","Desktop","","270336","2026-07-30T16:18:52Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnWebGPUCache\data_2","Desktop","","8192","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnWebGPUCache\data_3","Desktop","","8192","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\DawnWebGPUCache\index","Desktop","","262512","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\GPUCache\data_0","Desktop","","8192","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\GPUCache\data_1","Desktop","","270336","2026-07-30T16:18:52Z"
"C:\Users\dstor\Desktop\wpa-copy\GPUCache\data_2","Desktop","","8192","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\GPUCache\data_3","Desktop","","8192","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\GPUCache\index","Desktop","","262512","2026-07-16T23:14:48Z"
"C:\Users\dstor\Desktop\wpa-copy\Local Storage\leveldb\CURRENT","Desktop","","16","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\Local Storage\leveldb\LOCK","Desktop","","0","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\Local Storage\leveldb\LOG","Desktop","","0","2026-07-30T16:20:30Z"
"C:\Users\dstor\Desktop\wpa-copy\Local Storage\leveldb\LOG.old","Desktop",".old","0","2026-07-30T16:19:03Z"
"C:\Users\dstor\Desktop\wpa-copy\Local Storage\leveldb\MANIFEST-000001","Desktop","","41","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\logs\main\audit.json","Desktop",".json","2658","2026-07-30T05:00:00Z"
"C:\Users\dstor\Desktop\wpa-copy\logs\watchdog\audit.json","Desktop",".json","2792","2026-07-30T05:00:09Z"
"C:\Users\dstor\Desktop\wpa-copy\Network\Cookies-journal","Desktop","","0","2026-07-16T23:14:47Z"
"C:\Users\dstor\Desktop\wpa-copy\Network\Network Persistent State","Desktop","","1224","2026-07-30T16:50:16Z"
"C:\Users\dstor\Desktop\wpa-copy\Network\NetworkDataMigrated","Desktop","","0","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\Network\TransportSecurity","Desktop","","520","2026-07-30T16:50:28Z"
"C:\Users\dstor\Desktop\wpa-copy\Network\Trust Tokens","Desktop","","36864","2026-07-23T17:35:05Z"
"C:\Users\dstor\Desktop\wpa-copy\Network\Trust Tokens-journal","Desktop","","0","2026-07-23T17:35:05Z"
"C:\Users\dstor\Desktop\wpa-copy\sentry\session.json","Desktop",".json","221","2026-07-30T16:51:26Z"
"C:\Users\dstor\Desktop\wpa-copy\sentry\queue\queue-v2.json","Desktop",".json","2","2026-07-30T16:20:31Z"
"C:\Users\dstor\Desktop\wpa-copy\Session Storage\CURRENT","Desktop","","16","2026-07-17T00:05:39Z"
"C:\Users\dstor\Desktop\wpa-copy\Session Storage\LOCK","Desktop","","0","2026-07-17T00:05:39Z"
"C:\Users\dstor\Desktop\wpa-copy\Session Storage\LOG","Desktop","","290","2026-07-30T16:19:51Z"
"C:\Users\dstor\Desktop\wpa-copy\Session Storage\LOG.old","Desktop",".old","290","2026-07-30T16:18:52Z"
"C:\Users\dstor\Desktop\wpa-copy\Session Storage\MANIFEST-000001","Desktop","","41","2026-07-17T00:05:39Z"
"C:\Users\dstor\Desktop\wpa-copy\Shared Dictionary\db","Desktop","","45056","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\Shared Dictionary\db-journal","Desktop","","0","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\Shared Dictionary\cache\index","Desktop","","24","2026-07-16T23:14:45Z"
"C:\Users\dstor\Desktop\wpa-copy\Shared Dictionary\cache\index-dir\the-real-index","Desktop","","48","2026-07-16T23:14:45Z"
