"target","target_rel","source","source_loc","dims","kb","sha256","candidates","distinct_hashes","review","refs","metadata"
"C:\Users\dstor\lse-repo\assets\B30_071__LSE_FOUND_B29_ABIOTIC_Bean_HerbicideInjury_EpinastySwollenStems_VCE_PublicUse.jpg","assets\B30_071__LSE_FOUND_B29_ABIOTIC_Bean_HerbicideInjury_EpinastySwollenStems_VCE_PublicUse.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_071__LSE_FOUND_B29_ABIOTIC_Bean_HerbicideInjury_EpinastySwollenStems_VCE_PublicUse.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","800x566","105","E23EA6DECE9C5EEBA826D0694066E51EF1D4A31DEE85C883C40F72F31D66BD48","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_072__LSE_FOUND_B29_ABIOTIC_Squash_HerbicideResidue_FieldEpinastyTwisting_VCE_PublicUse.jpg","assets\B30_072__LSE_FOUND_B29_ABIOTIC_Squash_HerbicideResidue_FieldEpinastyTwisting_VCE_PublicUse.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_072__LSE_FOUND_B29_ABIOTIC_Squash_HerbicideResidue_FieldEpinastyTwisting_VCE_PublicUse.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","800x418","122","A5ADF2EDBA5B94158EF67496C62C53CAE69460D4E8D9C506D56B95ABB449FB90","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_045__LSE_FOUND_B28_ABIOTIC_Tomato_HailDamage_FruitBruisesHoles_DwightSipler_CC-BY-2.0.jpg","assets\B30_045__LSE_FOUND_B28_ABIOTIC_Tomato_HailDamage_FruitBruisesHoles_DwightSipler_CC-BY-2.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_045__LSE_FOUND_B28_ABIOTIC_Tomato_HailDamage_FruitBruisesHoles_DwightSipler_CC-BY-2.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","665x1000","90","047715786FAF5CCCAC69BD959E8450D53E72F0A2B4105F345DA93F7AB5DB023B","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_004__LSE_FOUND_B26_ABIOTIC_Tomato_HailDamage_BruisedBrokenStems_DwightSipler_CC-BY-2.jpg","assets\B30_004__LSE_FOUND_B26_ABIOTIC_Tomato_HailDamage_BruisedBrokenStems_DwightSipler_CC-BY-2.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_004__LSE_FOUND_B26_ABIOTIC_Tomato_HailDamage_BruisedBrokenStems_DwightSipler_CC-BY-2.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","742x1000","128","1E8C297A98380CB138E33F1EFFD637C3F358523CFF9226C9AE20E82974404D4E","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_078__LSE_FOUND_B29_HOLD_ABIOTIC_Bean_PesticideBurn_ScorchedLeaves_UMD_VERIFY.png","assets\B30_078__LSE_FOUND_B29_HOLD_ABIOTIC_Bean_PesticideBurn_ScorchedLeaves_UMD_VERIFY.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_078__LSE_FOUND_B29_HOLD_ABIOTIC_Bean_PesticideBurn_ScorchedLeaves_UMD_VERIFY.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","825x1100","1538","26BC68F3D50813E411033555ADBAF78CDCA7D2B4C2B6252CCFBDA6AC2FA449F2","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_036__LSE_FOUND_B27_ABIOTIC_Bean_PesticideBurn_LeafScorch_UMD_VERIFY.png","assets\B30_036__LSE_FOUND_B27_ABIOTIC_Bean_PesticideBurn_LeafScorch_UMD_VERIFY.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_036__LSE_FOUND_B27_ABIOTIC_Bean_PesticideBurn_LeafScorch_UMD_VERIFY.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","825x1100","1538","26BC68F3D50813E411033555ADBAF78CDCA7D2B4C2B6252CCFBDA6AC2FA449F2","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_077__LSE_FOUND_B29_HOLD_ABIOTIC_Squash_PesticideBurn_Phytotoxicity_UMD_VERIFY.jpg","assets\B30_077__LSE_FOUND_B29_HOLD_ABIOTIC_Squash_PesticideBurn_Phytotoxicity_UMD_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_077__LSE_FOUND_B29_HOLD_ABIOTIC_Squash_PesticideBurn_Phytotoxicity_UMD_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x664","80","E4F56C0BDEB84BA77C211A81CF9FE399315C66EB2DD0ED274DE09B74F636F5E7","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_035__LSE_FOUND_B27_ABIOTIC_Squash_PesticideBurn_SoapPyrethrinLeafScorch_UMD_VERIFY.jpg","assets\B30_035__LSE_FOUND_B27_ABIOTIC_Squash_PesticideBurn_SoapPyrethrinLeafScorch_UMD_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_035__LSE_FOUND_B27_ABIOTIC_Squash_PesticideBurn_SoapPyrethrinLeafScorch_UMD_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x664","80","E4F56C0BDEB84BA77C211A81CF9FE399315C66EB2DD0ED274DE09B74F636F5E7","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_001__LSE_FOUND_B26_ABIOTIC_Pepper_Sunscald_ExposedFruit_DonFerrin_Bugwood_CC-BY-3.jpg","assets\B30_001__LSE_FOUND_B26_ABIOTIC_Pepper_Sunscald_ExposedFruit_DonFerrin_Bugwood_CC-BY-3.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_001__LSE_FOUND_B26_ABIOTIC_Pepper_Sunscald_ExposedFruit_DonFerrin_Bugwood_CC-BY-3.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","3072x2304","571","0FB92F7CD56C6B769A6D27B758A46A2BEF2CD513952B28353A334CAE26D9CABE","2","2","REVIEW","2",""
"C:\Users\dstor\lse-repo\assets\B30_002__LSE_FOUND_B26_ABIOTIC_Tomato_FruitCracking_IrregularIrrigationCue_Fructibus_CC0.jpg","assets\B30_002__LSE_FOUND_B26_ABIOTIC_Tomato_FruitCracking_IrregularIrrigationCue_Fructibus_CC0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_002__LSE_FOUND_B26_ABIOTIC_Tomato_FruitCracking_IrregularIrrigationCue_Fructibus_CC0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x918","47","27E9C24D4A1097C4233CDAD1A8781DC4C83C963DCE4FC43754113F794B968E0D","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_050__LSE_FOUND_B28_ABIOTIC_Tomato_FrostDamage_LeafFruitBurn_AmroBinKulthoum_CC-BY-SA-3.0.jpg","assets\B30_050__LSE_FOUND_B28_ABIOTIC_Tomato_FrostDamage_LeafFruitBurn_AmroBinKulthoum_CC-BY-SA-3.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_050__LSE_FOUND_B28_ABIOTIC_Tomato_FrostDamage_LeafFruitBurn_AmroBinKulthoum_CC-BY-SA-3.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x750","169","2A5E8505984A2CB2F5F07B81D51248B09B9F1C72BEE735D1BCCEDE9E1F817700","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_003__LSE_FOUND_B26_ABIOTIC_Tomato_Catfacing_FruitDeformity_ParthasarathySeethapathy_CC-BY-SA-4.jpg","assets\B30_003__LSE_FOUND_B26_ABIOTIC_Tomato_Catfacing_FruitDeformity_ParthasarathySeethapathy_CC-BY-SA-4.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_003__LSE_FOUND_B26_ABIOTIC_Tomato_Catfacing_FruitDeformity_ParthasarathySeethapathy_CC-BY-SA-4.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","926x1000","68","C44D6AE12EA443729F422976070F814E3AEE5CFDE175BDAD2B8A2B87572E642C","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png","assets\lse_figures\LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1402x1122","2022","F69C060D6AD2A2C5EFDE072EE3AE42EB76D30EAD45D007556CD7FFEE2381B702","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D15_Tomato_Leaf_Spot_Lookalikes_Ch42.png","assets\lse_figures\LSE_D15_Tomato_Leaf_Spot_Lookalikes_Ch42.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D15_Tomato_Leaf_Spot_Lookalikes_Ch42.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2161","4F7C31039588693287431EF98E6877B9311683A285122EDD07FBE1E71E86D913","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D19_Powdery_Mildew_vs_Downy_Mildew_Ch42.png","assets\lse_figures\LSE_D19_Powdery_Mildew_vs_Downy_Mildew_Ch42.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\lse_figures\LSE_D19_Powdery_Mildew_vs_Downy_Mildew_Ch42.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1402x1122","2478","3729B3E7E0CE0F68B0CF87D9F0C25B3E19DC984910EB441CB3709767B37A7D5F","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png","assets\lse_figures\LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1122x1402","2050","89E7F9C84E38E078E966567ED5C26B0F51837219DF76EDC40C62B32515C775BD","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png","assets\lse_figures\LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1402x1122","2307","E11F901FAF33E55499A28DE66F477107F4B18E9ECFE00872C6AC29BD4338FC85","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png","assets\lse_figures\LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2581","6AC40744C58A26E95AB1B77E1C2829118BA2FBB3E5DF4244703C988428799E04","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_029_Troubleshooting_Decision_Tree_Yellowing_Leaves.png","assets\user_created_web\UCI_029_Troubleshooting_Decision_Tree_Yellowing_Leaves.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_029_Troubleshooting_Decision_Tree_Yellowing_Leaves.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","1586","55FE87B6D2642900B5E56DC9BEA6BB74E7C0240AFEED35C032B33B3A5621D195","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D16_Pepper_Abiotic_Disorders_Herbicide_Lookalikes_Ch42.png","assets\lse_figures\LSE_D16_Pepper_Abiotic_Disorders_Herbicide_Lookalikes_Ch42.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D16_Pepper_Abiotic_Disorders_Herbicide_Lookalikes_Ch42.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2432","FF1F1EB270C8B27BBB5619CE019D8BD8A7C04C122BCB60BC5776618D1BDB2CB4","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_046__LSE_FOUND_B28_ROOTS_Tomato_BacterialWilt_StemCrossSection_ClemsonUSDA_CC-BY-3.0.jpg","assets\B30_046__LSE_FOUND_B28_ROOTS_Tomato_BacterialWilt_StemCrossSection_ClemsonUSDA_CC-BY-3.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_046__LSE_FOUND_B28_ROOTS_Tomato_BacterialWilt_StemCrossSection_ClemsonUSDA_CC-BY-3.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x966","107","93796E9BBE17FFFE043FEF8349F391B4A85D3C7CA9B56B55CF81ED24A5974696","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_051__LSE_FOUND_B28_DISEASE_Tomato_SouthernBlight_SclerotiaAtCrown_PersleyCooke_CC-BY-SA-3.0_LOWRES.jpg","assets\B30_051__LSE_FOUND_B28_DISEASE_Tomato_SouthernBlight_SclerotiaAtCrown_PersleyCooke_CC-BY-SA-3.0_LOWRES.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_051__LSE_FOUND_B28_DISEASE_Tomato_SouthernBlight_SclerotiaAtCrown_PersleyCooke_CC-BY-SA-3.0_LOWRES.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","498x500","60","A2A8D82BD075CA821C42AC57875D5DB67E91434E92F18E350E68C9EB9B1BCDE3","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_025__LSE_FOUND_B27_ROOTS_Tomato_FusariumWilt_VascularBrowningStemSplit_NCSU-IngaMeadows_VERIFY.jpg","assets\B30_025__LSE_FOUND_B27_ROOTS_Tomato_FusariumWilt_VascularBrowningStemSplit_NCSU-IngaMeadows_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_025__LSE_FOUND_B27_ROOTS_Tomato_FusariumWilt_VascularBrowningStemSplit_NCSU-IngaMeadows_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","600x450","37","DA2317E590F30CAAC2DF43E3A0AADC4D01F2C2D796A274F64DDE978FCE36BEBC","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_082__LSE_FOUND_B29_HOLD_DISEASE_Tomato_BacterialWilt_StreamingTest_UAEX_PERMISSION.jpg","assets\B30_082__LSE_FOUND_B29_HOLD_DISEASE_Tomato_BacterialWilt_StreamingTest_UAEX_PERMISSION.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_082__LSE_FOUND_B29_HOLD_DISEASE_Tomato_BacterialWilt_StreamingTest_UAEX_PERMISSION.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","751x1000","88","C4251DD3400ABA685E1C3816514B532F8BEF06C61A7056F4A36DF1FB2E2C61FF","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_026__LSE_FOUND_B27_ROOTS_Pepper_DampingOff_StemCankerSoilLine_UMass-TSmith_VERIFY.jpg","assets\B30_026__LSE_FOUND_B27_ROOTS_Pepper_DampingOff_StemCankerSoilLine_UMass-TSmith_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_026__LSE_FOUND_B27_ROOTS_Pepper_DampingOff_StemCankerSoilLine_UMass-TSmith_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","700x525","92","3B309CBEAC50293342639D1AF54F8959882790159BE3F2F5B91A9741314F2A50","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_047__LSE_FOUND_B28_DISEASE_Tomato_RhizoctoniaSolani_FruitRotBlackLesions_JGK_hn_CC-BY-3.0.jpg","assets\B30_047__LSE_FOUND_B28_DISEASE_Tomato_RhizoctoniaSolani_FruitRotBlackLesions_JGK_hn_CC-BY-3.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_047__LSE_FOUND_B28_DISEASE_Tomato_RhizoctoniaSolani_FruitRotBlackLesions_JGK_hn_CC-BY-3.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","685x999","104","433056349F126272DA7E7EE196D6C6389ED4CC09323044B45CD966172F4065E4","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_076__LSE_FOUND_B29_ROOTS_ContainerRootbound_GirdledRoots_BrendanLandis_CC-BY-SA-2.0.jpg","assets\B30_076__LSE_FOUND_B29_ROOTS_ContainerRootbound_GirdledRoots_BrendanLandis_CC-BY-SA-2.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_076__LSE_FOUND_B29_ROOTS_ContainerRootbound_GirdledRoots_BrendanLandis_CC-BY-SA-2.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","452x600","57","789399838B393E70175EC31FA68B5D1A8C5E9BDA3EAA4D7BE60340D48B309952","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_070__LSE_FOUND_B29_ABIOTIC_Tomato_HerbicideResidue_CuppedNewGrowth_VCE_PublicUse.jpg","assets\B30_070__LSE_FOUND_B29_ABIOTIC_Tomato_HerbicideResidue_CuppedNewGrowth_VCE_PublicUse.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_070__LSE_FOUND_B29_ABIOTIC_Tomato_HerbicideResidue_CuppedNewGrowth_VCE_PublicUse.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","800x560","102","65E8E18DE00F2F80DB20BC6B03DF60EA4D3A49557204539EFCD30D478AA2174B","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_022__LSE_FOUND_B27_ABIOTIC_Tomato_2-4DDrift_CuppedNewGrowth_MaryAnnHansen-Bugwood_CONDITIONAL.jpg","assets\B30_022__LSE_FOUND_B27_ABIOTIC_Tomato_2-4DDrift_CuppedNewGrowth_MaryAnnHansen-Bugwood_CONDITIONAL.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_022__LSE_FOUND_B27_ABIOTIC_Tomato_2-4DDrift_CuppedNewGrowth_MaryAnnHansen-Bugwood_CONDITIONAL.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","750x505","40","0CBB51CD697926A53FDF9449D99C824B4DFEB148A29265837C11E9BCAC2A5D3D","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_023__LSE_FOUND_B27_ABIOTIC_Tomato_GlyphosateInjury_YellowDistortedNewGrowth_NathanHoward-Bugwood_VERIFY.jpg","assets\B30_023__LSE_FOUND_B27_ABIOTIC_Tomato_GlyphosateInjury_YellowDistortedNewGrowth_NathanHoward-Bugwood_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_023__LSE_FOUND_B27_ABIOTIC_Tomato_GlyphosateInjury_YellowDistortedNewGrowth_NathanHoward-Bugwood_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","400x324","38","76BF4A01179A23A1E5E7F89D4CDB07C8DCD224AC3353C673A8C3A756C605116B","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_024__LSE_FOUND_B27_ABIOTIC_Tomato_2-4DInjury_TwistedCurlingShoot_PBacchi-Bugwood_VERIFY.png","assets\B30_024__LSE_FOUND_B27_ABIOTIC_Tomato_2-4DInjury_TwistedCurlingShoot_PBacchi-Bugwood_VERIFY.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_024__LSE_FOUND_B27_ABIOTIC_Tomato_2-4DInjury_TwistedCurlingShoot_PBacchi-Bugwood_VERIFY.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","480x332","300","019BE4397A76801D2251A2E146701C36A25843F2BDA915C1B95D8161BB599EA1","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_039__LSE_FOUND_B27_ABIOTIC_Tomato_FlumioxazinDrift_FruitNecrosis_NCSU-CC-BY-NC-SA_REJECT.png","assets\B30_039__LSE_FOUND_B27_ABIOTIC_Tomato_FlumioxazinDrift_FruitNecrosis_NCSU-CC-BY-NC-SA_REJECT.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_039__LSE_FOUND_B27_ABIOTIC_Tomato_FlumioxazinDrift_FruitNecrosis_NCSU-CC-BY-NC-SA_REJECT.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","389x386","186","C7F1CC2E0C78F3BD931D40583569E98565D2864EC0B918080AB208BE5A140327","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_040__LSE_FOUND_B27_ABIOTIC_Tomato_FlumioxazinDrift_FoliageStemNecrosis_NCSU-CC-BY-NC-SA_REJECT.png","assets\B30_040__LSE_FOUND_B27_ABIOTIC_Tomato_FlumioxazinDrift_FoliageStemNecrosis_NCSU-CC-BY-NC-SA_REJECT.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_040__LSE_FOUND_B27_ABIOTIC_Tomato_FlumioxazinDrift_FoliageStemNecrosis_NCSU-CC-BY-NC-SA_REJECT.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","556x553","448","FC4D982D0E10A1A9B02B33B349CACFE3CFB461125D1F3D7081755E7B2D371EBF","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png","assets\lse_figures\LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1149x1369","2557","96F2FB11782D380273914D9AAC2D5A40C2D24CB2C0EC813994A8557113C8691F","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C10_Refractometer_Protocol_Card_Ch47.png","assets\lse_figures\LSE_C10_Refractometer_Protocol_Card_Ch47.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C10_Refractometer_Protocol_Card_Ch47.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","1884","F9CB4047912F0F27FE2F025323F3C2024F5C5B7E3DFB0FB338B794877F50E73C","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_025_Brix_Monitoring_Chart.png","assets\user_created_web\UCI_025_Brix_Monitoring_Chart.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_025_Brix_Monitoring_Chart.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","1915","7F01B046B48DC86036C8A0ACE5EAE70AF3D0E216285EBC528A85BB6B898C5822","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_010_Biochar_Charging_Process.png","assets\user_created_web\UCI_010_Biochar_Charging_Process.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_010_Biochar_Charging_Process.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1448x1086","2294","92C40BFE4B5B14536CA8E0E3AC1BFA2ECE3F7B11D00A08E63FEE942265B516A5","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_011_AACT_Brewing_Setup.png","assets\user_created_web\UCI_011_AACT_Brewing_Setup.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_011_AACT_Brewing_Setup.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1448x1086","2135","8DF20E88524FB1B8B77922C3F8BEF41F9FCE824B1B4A8AC3995854074B5C5038","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B36_Yellowing_Leaves_Decision_Tree_AppB.png","assets\lse_figures\LSE_B36_Yellowing_Leaves_Decision_Tree_AppB.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\lse_figures\LSE_B36_Yellowing_Leaves_Decision_Tree_AppB.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1024x1536","2878","6E19548DBE9359F08E5B51FA66C19B23AD707F5737E0B6EBE75D1BC8C0AA61CC","1","1","","1",""
